,UniqueID,airline,origin,destination,departure_time,Arrival_time,price,flights,DepartureDate,SearchDate
142,2_2025-11-15_2025-10-04,UA,IAH,LAX,2025-11-15 12:00:00,2025-11-15 13:45:00,77.56,['2460'],2025-11-15,2025-10-04
143,2_2025-11-15_2025-10-05,UA,IAH,LAX,2025-11-15 12:00:00,2025-11-15 13:45:00,77.56,['2460'],2025-11-15,2025-10-05
144,2_2025-11-16_2025-10-03,UA,IAH,LAX,2025-11-16 05:42:00,2025-11-16 07:30:00,107.64,['2431'],2025-11-16,2025-10-03
145,2_2025-11-16_2025-10-04,UA,IAH,LAX,2025-11-16 05:42:00,2025-11-16 07:30:00,77.56,['2431'],2025-11-16,2025-10-04
146,2_2025-11-16_2025-10-05,UA,IAH,LAX,2025-11-16 05:42:00,2025-11-16 07:30:00,77.56,['2431'],2025-11-16,2025-10-05
147,2_2025-11-17_2025-10-03,UA,IAH,LAX,2025-11-17 14:30:00,2025-11-17 16:15:00,116.24,['1945'],2025-11-17,2025-10-03
148,2_2025-11-17_2025-10-04,UA,IAH,LAX,2025-11-17 14:30:00,2025-11-17 16:15:00,116.26,['1945'],2025-11-17,2025-10-04
149,2_2025-11-17_2025-10-05,UA,IAH,LAX,2025-11-17 14:30:00,2025-11-17 16:15:00,116.26,['1945'],2025-11-17,2025-10-05
150,2_2025-11-18_2025-10-03,UA,IAH,LAX,2025-11-18 09:40:00,2025-11-18 11:25:00,107.64,['469'],2025-11-18,2025-10-03
151,2_2025-11-18_2025-10-04,UA,IAH,LAX,2025-11-18 09:40:00,2025-11-18 11:25:00,77.56,['469'],2025-11-18,2025-10-04
152,2_2025-11-18_2025-10-05,UA,IAH,LAX,2025-11-18 09:40:00,2025-11-18 11:25:00,77.56,['469'],2025-11-18,2025-10-05
153,2_2025-11-19_2025-10-03,UA,IAH,LAX,2025-11-19 09:40:00,2025-11-19 11:25:00,107.64,['469'],2025-11-19,2025-10-03
154,2_2025-11-19_2025-10-04,UA,IAH,LAX,2025-11-19 12:00:00,2025-11-19 13:45:00,77.56,['2460'],2025-11-19,2025-10-04
155,2_2025-11-19_2025-10-05,UA,IAH,LAX,2025-11-19 12:00:00,2025-11-19 13:45:00,77.56,['2460'],2025-11-19,2025-10-05
156,2_2025-11-20_2025-10-03,F9,IAH,LAX,2025-11-20 10:56:00,2025-11-20 12:42:00,161.39,['1755'],2025-11-20,2025-10-03
157,2_2025-11-20_2025-10-04,F9,IAH,LAX,2025-11-20 10:56:00,2025-11-20 12:42:00,161.41,['1755'],2025-11-20,2025-10-04
158,2_2025-11-20_2025-10-05,F9,IAH,LAX,2025-11-20 10:56:00,2025-11-20 12:42:00,160.34,['1755'],2025-11-20,2025-10-05
159,2_2025-11-21_2025-10-03,AS,IAH,ONT,2025-11-21 07:35:00,2025-11-21 15:12:00,182.56,"['453', '1118']",2025-11-21,2025-10-03
160,2_2025-11-21_2025-10-04,AS,IAH,ONT,2025-11-21 07:35:00,2025-11-21 15:12:00,182.59,"['453', '1118']",2025-11-21,2025-10-04
161,2_2025-11-21_2025-10-05,AS,IAH,ONT,2025-11-21 07:35:00,2025-11-21 15:12:00,182.59,"['453', '1118']",2025-11-21,2025-10-05
162,2_2025-11-22_2025-10-03,F9,IAH,ONT,2025-11-22 06:45:00,2025-11-22 11:25:00,189.01,"['3229', '1261']",2025-11-22,2025-10-03
163,2_2025-11-22_2025-10-04,F9,IAH,ONT,2025-11-22 06:45:00,2025-11-22 11:25:00,190.12,"['3229', '1261']",2025-11-22,2025-10-04
164,2_2025-11-22_2025-10-05,F9,IAH,ONT,2025-11-22 06:45:00,2025-11-22 11:25:00,190.12,"['3229', '1261']",2025-11-22,2025-10-05
165,2_2025-11-23_2025-10-03,F9,IAH,ONT,2025-11-23 14:40:00,2025-11-23 16:19:00,182.89,['3131'],2025-11-23,2025-10-03
166,2_2025-11-23_2025-10-04,F9,IAH,ONT,2025-11-23 14:40:00,2025-11-23 16:19:00,182.91,['3131'],2025-11-23,2025-10-04
167,2_2025-11-23_2025-10-05,F9,IAH,ONT,2025-11-23 14:40:00,2025-11-23 16:19:00,182.91,['3131'],2025-11-23,2025-10-05
168,2_2025-11-24_2025-10-03,UA,IAH,LAX,2025-11-24 21:35:00,2025-11-24 23:21:00,107.64,['434'],2025-11-24,2025-10-03
169,2_2025-11-24_2025-10-04,UA,IAH,LAX,2025-11-24 21:35:00,2025-11-24 23:21:00,107.66,['434'],2025-11-24,2025-10-04
170,2_2025-11-24_2025-10-05,UA,IAH,LAX,2025-11-24 21:35:00,2025-11-24 23:21:00,107.66,['434'],2025-11-24,2025-10-05
171,2_2025-11-25_2025-10-03,F9,IAH,LAX,2025-11-25 10:56:00,2025-11-25 12:42:00,157.09,['1755'],2025-11-25,2025-10-03
172,2_2025-11-25_2025-10-04,F9,IAH,LAX,2025-11-25 10:56:00,2025-11-25 12:42:00,157.11,['1755'],2025-11-25,2025-10-04
173,2_2025-11-25_2025-10-05,F9,IAH,LAX,2025-11-25 10:56:00,2025-11-25 12:42:00,157.11,['1755'],2025-11-25,2025-10-05
174,2_2025-11-26_2025-10-03,F9,IAH,LAX,2025-11-26 10:56:00,2025-11-26 12:42:00,157.09,['1755'],2025-11-26,2025-10-03
175,2_2025-11-26_2025-10-04,F9,IAH,LAX,2025-11-26 10:56:00,2025-11-26 12:42:00,157.11,['1755'],2025-11-26,2025-10-04
176,2_2025-11-26_2025-10-05,F9,IAH,LAX,2025-11-26 10:56:00,2025-11-26 12:42:00,157.11,['1755'],2025-11-26,2025-10-05
177,2_2025-11-27_2025-10-03,UA,IAH,LAX,2025-11-27 12:00:00,2025-11-27 13:45:00,135.59,['2460'],2025-11-27,2025-10-03
178,2_2025-11-27_2025-10-04,UA,IAH,LAX,2025-11-27 12:00:00,2025-11-27 13:45:00,135.61,['2460'],2025-11-27,2025-10-04
179,2_2025-11-27_2025-10-05,UA,IAH,LAX,2025-11-27 12:00:00,2025-11-27 13:45:00,107.66,['2460'],2025-11-27,2025-10-05
180,2_2025-11-28_2025-10-03,UA,IAH,LAX,2025-11-28 14:30:00,2025-11-28 16:15:00,140.97,['1945'],2025-11-28,2025-10-03
181,2_2025-11-28_2025-10-04,UA,IAH,LAX,2025-11-28 09:40:00,2025-11-28 11:25:00,140.99,['469'],2025-11-28,2025-10-04
182,2_2025-11-28_2025-10-05,UA,IAH,LAX,2025-11-28 09:40:00,2025-11-28 11:25:00,140.99,['469'],2025-11-28,2025-10-05
183,2_2025-11-29_2025-10-03,F9,IAH,LAX,2025-11-29 10:56:00,2025-11-29 12:42:00,168.92,['1755'],2025-11-29,2025-10-03
184,2_2025-11-29_2025-10-04,F9,IAH,LAX,2025-11-29 10:56:00,2025-11-29 12:42:00,168.94,['1755'],2025-11-29,2025-10-04
185,2_2025-11-29_2025-10-05,F9,IAH,LAX,2025-11-29 10:56:00,2025-11-29 12:42:00,168.94,['1755'],2025-11-29,2025-10-05
186,2_2025-11-30_2025-10-03,F9,IAH,ONT,2025-11-30 14:40:00,2025-11-30 16:19:00,196.87,['3131'],2025-11-30,2025-10-03
187,2_2025-11-30_2025-10-04,F9,IAH,ONT,2025-11-30 14:40:00,2025-11-30 16:19:00,196.89,['3131'],2025-11-30,2025-10-04
188,2_2025-11-30_2025-10-05,F9,IAH,ONT,2025-11-30 14:40:00,2025-11-30 16:19:00,196.89,['3131'],2025-11-30,2025-10-05
189,2_2025-12-01_2025-10-03,F9,IAH,LAX,2025-12-01 10:56:00,2025-12-01 12:42:00,157.09,['1755'],2025-12-01,2025-10-03
190,2_2025-12-01_2025-10-04,F9,IAH,LAX,2025-12-01 10:56:00,2025-12-01 12:42:00,157.11,['1755'],2025-12-01,2025-10-04
191,2_2025-12-01_2025-10-05,F9,IAH,LAX,2025-12-01 10:56:00,2025-12-01 12:42:00,157.11,['1755'],2025-12-01,2025-10-05
192,2_2025-12-02_2025-10-03,UA,IAH,LAX,2025-12-02 16:30:00,2025-12-02 18:10:00,119.47,['1743'],2025-12-02,2025-10-03
193,2_2025-12-02_2025-10-04,UA,IAH,LAX,2025-12-02 16:30:00,2025-12-02 18:10:00,119.49,['1743'],2025-12-02,2025-10-04
194,2_2025-12-02_2025-10-05,UA,IAH,LAX,2025-12-02 16:30:00,2025-12-02 18:10:00,119.49,['1743'],2025-12-02,2025-10-05
195,2_2025-12-03_2025-10-03,UA,IAH,LAX,2025-12-03 12:00:00,2025-12-03 13:45:00,116.24,['2460'],2025-12-03,2025-10-03
196,2_2025-12-03_2025-10-04,AS,IAH,LAX,2025-12-03 17:54:00,2025-12-03 23:59:00,92.29,"['1421', '1291']",2025-12-03,2025-10-04
197,2_2025-12-03_2025-10-05,AS,IAH,LAX,2025-12-03 17:54:00,2025-12-03 23:59:00,92.29,"['1421', '1291']",2025-12-03,2025-10-05
198,2_2025-12-04_2025-10-03,UA,IAH,LAX,2025-12-04 12:00:00,2025-12-04 13:45:00,116.24,['2460'],2025-12-04,2025-10-03
199,2_2025-12-04_2025-10-04,AS,IAH,LAX,2025-12-04 07:35:00,2025-12-04 14:40:00,92.29,"['453', '1144']",2025-12-04,2025-10-04
200,2_2025-12-04_2025-10-05,AS,IAH,LAX,2025-12-04 07:35:00,2025-12-04 14:40:00,92.29,"['453', '1144']",2025-12-04,2025-10-05
201,2_2025-12-05_2025-10-03,UA,IAH,LAX,2025-12-05 12:00:00,2025-12-05 13:45:00,116.24,['2460'],2025-12-05,2025-10-03
202,2_2025-12-05_2025-10-04,UA,IAH,LAX,2025-12-05 12:00:00,2025-12-05 13:45:00,116.26,['2460'],2025-12-05,2025-10-04
203,2_2025-12-05_2025-10-05,UA,IAH,LAX,2025-12-05 12:00:00,2025-12-05 13:45:00,116.26,['2460'],2025-12-05,2025-10-05
204,2_2025-12-06_2025-10-03,UA,IAH,LAX,2025-12-06 05:42:00,2025-12-06 07:30:00,107.64,['2431'],2025-12-06,2025-10-03
205,2_2025-12-06_2025-10-04,UA,IAH,LAX,2025-12-06 05:42:00,2025-12-06 07:30:00,77.56,['2431'],2025-12-06,2025-10-04
206,2_2025-12-06_2025-10-05,UA,IAH,LAX,2025-12-06 05:42:00,2025-12-06 07:30:00,77.56,['2431'],2025-12-06,2025-10-05
207,2_2025-12-07_2025-10-03,UA,IAH,LAX,2025-12-07 07:35:00,2025-12-07 09:27:00,116.24,['2600'],2025-12-07,2025-10-03
208,2_2025-12-07_2025-10-04,AS,IAH,LAX,2025-12-07 17:54:00,2025-12-07 23:59:00,92.29,"['1421', '1291']",2025-12-07,2025-10-04
209,2_2025-12-07_2025-10-05,AS,IAH,LAX,2025-12-07 17:54:00,2025-12-07 23:59:00,92.29,"['1421', '1291']",2025-12-07,2025-10-05
210,2_2025-12-08_2025-10-03,UA,IAH,LAX,2025-12-08 05:42:00,2025-12-08 07:30:00,107.64,['2431'],2025-12-08,2025-10-03
211,2_2025-12-08_2025-10-04,AS,IAH,LAX,2025-12-08 17:54:00,2025-12-08 23:59:00,92.29,"['1421', '1291']",2025-12-08,2025-10-04
212,2_2025-12-08_2025-10-05,UA,IAH,LAX,2025-12-08 05:42:00,2025-12-08 07:30:00,77.56,['2431'],2025-12-08,2025-10-05
213,2_2025-12-09_2025-10-03,UA,IAH,LAX,2025-12-09 12:00:00,2025-12-09 13:45:00,107.64,['2460'],2025-12-09,2025-10-03
214,2_2025-12-09_2025-10-04,UA,IAH,LAX,2025-12-09 14:30:00,2025-12-09 16:15:00,77.56,['1945'],2025-12-09,2025-10-04
215,2_2025-12-09_2025-10-05,UA,IAH,LAX,2025-12-09 14:30:00,2025-12-09 16:15:00,77.56,['1945'],2025-12-09,2025-10-05
216,2_2025-12-10_2025-10-03,UA,IAH,LAX,2025-12-10 12:00:00,2025-12-10 13:45:00,107.64,['2460'],2025-12-10,2025-10-03
217,2_2025-12-10_2025-10-04,UA,IAH,LAX,2025-12-10 12:00:00,2025-12-10 13:45:00,77.56,['2460'],2025-12-10,2025-10-04
218,2_2025-12-10_2025-10-05,UA,IAH,LAX,2025-12-10 12:00:00,2025-12-10 13:45:00,77.56,['2460'],2025-12-10,2025-10-05
219,2_2025-12-11_2025-10-03,UA,IAH,LAX,2025-12-11 12:00:00,2025-12-11 13:45:00,107.64,['2460'],2025-12-11,2025-10-03
220,2_2025-12-11_2025-10-04,UA,IAH,LAX,2025-12-11 14:30:00,2025-12-11 16:15:00,77.56,['1945'],2025-12-11,2025-10-04
221,2_2025-12-11_2025-10-05,AS,IAH,LAX,2025-12-11 17:54:00,2025-12-11 23:59:00,92.29,"['1421', '1291']",2025-12-11,2025-10-05
222,2_2025-12-12_2025-10-03,UA,IAH,LAX,2025-12-12 12:00:00,2025-12-12 13:45:00,116.24,['2460'],2025-12-12,2025-10-03
223,2_2025-12-12_2025-10-04,UA,IAH,LAX,2025-12-12 12:00:00,2025-12-12 13:45:00,116.26,['2460'],2025-12-12,2025-10-04
224,2_2025-12-12_2025-10-05,UA,IAH,LAX,2025-12-12 12:00:00,2025-12-12 13:45:00,116.26,['2460'],2025-12-12,2025-10-05
225,2_2025-12-13_2025-10-03,UA,IAH,LAX,2025-12-13 05:42:00,2025-12-13 07:30:00,107.64,['2431'],2025-12-13,2025-10-03
226,2_2025-12-13_2025-10-04,UA,IAH,LAX,2025-12-13 05:42:00,2025-12-13 07:30:00,77.56,['2431'],2025-12-13,2025-10-04
227,2_2025-12-13_2025-10-05,AS,IAH,LAX,2025-12-13 17:54:00,2025-12-13 23:59:00,92.29,"['1421', '1291']",2025-12-13,2025-10-05
228,2_2025-12-14_2025-10-03,UA,IAH,LAX,2025-12-14 07:35:00,2025-12-14 09:27:00,107.64,['2600'],2025-12-14,2025-10-03
229,2_2025-12-14_2025-10-04,UA,IAH,LAX,2025-12-14 07:35:00,2025-12-14 09:27:00,77.56,['2600'],2025-12-14,2025-10-04
230,2_2025-12-14_2025-10-05,UA,IAH,LAX,2025-12-14 07:35:00,2025-12-14 09:27:00,77.56,['2600'],2025-12-14,2025-10-05
231,2_2025-12-15_2025-10-03,UA,IAH,LAX,2025-12-15 12:00:00,2025-12-15 13:45:00,107.64,['2460'],2025-12-15,2025-10-03
232,2_2025-12-15_2025-10-04,UA,IAH,LAX,2025-12-15 12:00:00,2025-12-15 13:45:00,77.56,['2460'],2025-12-15,2025-10-04
233,2_2025-12-15_2025-10-05,UA,IAH,LAX,2025-12-15 12:00:00,2025-12-15 13:45:00,77.56,['2460'],2025-12-15,2025-10-05
234,2_2025-12-16_2025-10-03,UA,IAH,LAX,2025-12-16 12:00:00,2025-12-16 13:45:00,107.64,['2460'],2025-12-16,2025-10-03
235,2_2025-12-16_2025-10-04,UA,IAH,LAX,2025-12-16 12:00:00,2025-12-16 13:45:00,77.56,['2460'],2025-12-16,2025-10-04
236,2_2025-12-16_2025-10-05,UA,IAH,LAX,2025-12-16 12:00:00,2025-12-16 13:45:00,77.56,['2460'],2025-12-16,2025-10-05
237,2_2025-12-17_2025-10-03,UA,IAH,LAX,2025-12-17 05:42:00,2025-12-17 07:30:00,107.64,['2431'],2025-12-17,2025-10-03
238,2_2025-12-17_2025-10-04,AS,IAH,LAX,2025-12-17 17:54:00,2025-12-17 23:59:00,92.29,"['1421', '1291']",2025-12-17,2025-10-04
239,2_2025-12-17_2025-10-05,AS,IAH,LAX,2025-12-17 07:35:00,2025-12-17 14:40:00,92.29,"['453', '1144']",2025-12-17,2025-10-05
240,2_2025-12-18_2025-10-03,UA,IAH,ONT,2025-12-18 20:00:00,2025-12-18 21:21:00,173.22,['1563'],2025-12-18,2025-10-03
241,2_2025-12-18_2025-10-04,UA,IAH,ONT,2025-12-18 20:00:00,2025-12-18 21:21:00,173.24,['1563'],2025-12-18,2025-10-04
242,2_2025-12-18_2025-10-05,UA,IAH,ONT,2025-12-18 20:00:00,2025-12-18 21:21:00,173.24,['1563'],2025-12-18,2025-10-05
243,2_2025-12-19_2025-10-03,F9,IAH,LAX,2025-12-19 10:56:00,2025-12-19 12:48:00,159.24,['1755'],2025-12-19,2025-10-03
244,2_2025-12-19_2025-10-04,F9,IAH,LAX,2025-12-19 10:56:00,2025-12-19 12:48:00,159.26,['1755'],2025-12-19,2025-10-04
245,2_2025-12-19_2025-10-05,F9,IAH,LAX,2025-12-19 10:56:00,2025-12-19 12:48:00,159.26,['1755'],2025-12-19,2025-10-05
246,2_2025-12-20_2025-10-03,AS,IAH,LAX,2025-12-20 07:35:00,2025-12-20 14:40:00,152.46,"['453', '1144']",2025-12-20,2025-10-03
247,2_2025-12-20_2025-10-04,AS,IAH,LAX,2025-12-20 07:35:00,2025-12-20 14:40:00,153.57,"['453', '1144']",2025-12-20,2025-10-04
248,2_2025-12-20_2025-10-05,AS,IAH,LAX,2025-12-20 07:35:00,2025-12-20 14:40:00,153.57,"['453', '1144']",2025-12-20,2025-10-05
249,2_2025-12-21_2025-10-03,AS,IAH,ONT,2025-12-21 07:35:00,2025-12-21 15:12:00,182.56,"['453', '1118']",2025-12-21,2025-10-03
250,2_2025-12-21_2025-10-04,UA,IAH,LAX,2025-12-21 21:35:00,2025-12-21 22:59:00,213.01,['434'],2025-12-21,2025-10-04
251,2_2025-12-21_2025-10-05,UA,IAH,LAX,2025-12-21 21:35:00,2025-12-21 22:59:00,213.01,['434'],2025-12-21,2025-10-05
252,2_2025-12-22_2025-10-03,UA,IAH,LAX,2025-12-22 21:35:00,2025-12-22 22:59:00,176.44,['434'],2025-12-22,2025-10-03
253,2_2025-12-22_2025-10-04,UA,IAH,LAX,2025-12-22 14:30:00,2025-12-22 16:15:00,176.46,['1945'],2025-12-22,2025-10-04
254,2_2025-12-22_2025-10-05,UA,IAH,LAX,2025-12-22 21:35:00,2025-12-22 22:59:00,176.46,['434'],2025-12-22,2025-10-05
255,2_2025-12-23_2025-10-03,UA,IAH,LAX,2025-12-23 21:35:00,2025-12-23 22:59:00,176.44,['434'],2025-12-23,2025-10-03
256,2_2025-12-23_2025-10-04,UA,IAH,LAX,2025-12-23 20:10:00,2025-12-23 21:55:00,176.46,['2095'],2025-12-23,2025-10-04
257,2_2025-12-23_2025-10-05,UA,IAH,LAX,2025-12-23 20:10:00,2025-12-23 21:55:00,176.46,['2095'],2025-12-23,2025-10-05
258,2_2025-12-24_2025-10-03,UA,IAH,LAX,2025-12-24 09:40:00,2025-12-24 11:25:00,161.39,['469'],2025-12-24,2025-10-03
259,2_2025-12-24_2025-10-04,UA,IAH,LAX,2025-12-24 09:40:00,2025-12-24 11:25:00,161.41,['469'],2025-12-24,2025-10-04
260,2_2025-12-24_2025-10-05,UA,IAH,LAX,2025-12-24 09:40:00,2025-12-24 11:25:00,135.61,['469'],2025-12-24,2025-10-05
261,2_2025-12-25_2025-10-03,UA,IAH,LAX,2025-12-25 21:35:00,2025-12-25 22:59:00,161.39,['434'],2025-12-25,2025-10-03
262,2_2025-12-25_2025-10-04,UA,IAH,LAX,2025-12-25 21:35:00,2025-12-25 22:59:00,161.41,['434'],2025-12-25,2025-10-04
263,2_2025-12-25_2025-10-05,AS,IAH,ONT,2025-12-25 07:35:00,2025-12-25 15:12:00,147.12,"['453', '1118']",2025-12-25,2025-10-05
264,2_2025-12-26_2025-10-03,AS,IAH,ONT,2025-12-26 07:35:00,2025-12-26 15:12:00,182.56,"['453', '1118']",2025-12-26,2025-10-03
265,2_2025-12-26_2025-10-04,UA,IAH,LAX,2025-12-26 05:42:00,2025-12-26 07:30:00,213.01,['2431'],2025-12-26,2025-10-04
266,2_2025-12-26_2025-10-05,UA,IAH,LAX,2025-12-26 05:42:00,2025-12-26 07:30:00,213.01,['2431'],2025-12-26,2025-10-05
267,2_2025-12-27_2025-10-03,AS,IAH,LAX,2025-12-27 07:35:00,2025-12-27 14:40:00,152.46,"['453', '1144']",2025-12-27,2025-10-03
268,2_2025-12-27_2025-10-04,AS,IAH,LAX,2025-12-27 07:35:00,2025-12-27 14:40:00,153.57,"['453', '1144']",2025-12-27,2025-10-04
269,2_2025-12-27_2025-10-05,AS,IAH,LAX,2025-12-27 07:35:00,2025-12-27 14:40:00,153.57,"['453', '1144']",2025-12-27,2025-10-05
270,2_2025-12-28_2025-10-03,AS,IAH,ONT,2025-12-28 07:35:00,2025-12-28 15:12:00,182.56,"['453', '1118']",2025-12-28,2025-10-03
271,2_2025-12-28_2025-10-04,UA,IAH,LAX,2025-12-28 05:42:00,2025-12-28 07:30:00,213.01,['2431'],2025-12-28,2025-10-04
272,2_2025-12-28_2025-10-05,UA,IAH,LAX,2025-12-28 05:42:00,2025-12-28 07:30:00,213.01,['2431'],2025-12-28,2025-10-05
273,2_2025-12-29_2025-10-03,AS,IAH,ONT,2025-12-29 07:35:00,2025-12-29 15:12:00,182.56,"['453', '1118']",2025-12-29,2025-10-03
274,2_2025-12-29_2025-10-04,AS,IAH,LAX,2025-12-29 19:56:00,2025-12-29 22:00:00,213.01,['6376'],2025-12-29,2025-10-04
275,2_2025-12-29_2025-10-05,UA,IAH,LAX,2025-12-29 05:42:00,2025-12-29 07:30:00,213.01,['2431'],2025-12-29,2025-10-05
276,2_2025-12-30_2025-10-03,AS,IAH,LAX,2025-12-30 17:54:00,2025-12-31 08:25:00,193.78,"['1421', '1165']",2025-12-30,2025-10-03
277,2_2025-12-30_2025-10-04,F9,IAH,LAX,2025-12-30 10:56:00,2025-12-30 12:48:00,197.96,['1755'],2025-12-30,2025-10-04
278,2_2025-12-30_2025-10-05,AS,IAH,LAX,2025-12-30 17:54:00,2025-12-31 08:25:00,193.82,"['1421', '1165']",2025-12-30,2025-10-05
279,2_2025-12-31_2025-10-03,UA,IAH,LAX,2025-12-31 05:42:00,2025-12-31 07:30:00,107.64,['2431'],2025-12-31,2025-10-03
280,2_2025-12-31_2025-10-04,UA,IAH,LAX,2025-12-31 05:42:00,2025-12-31 07:30:00,107.66,['2431'],2025-12-31,2025-10-04
281,2_2025-12-31_2025-10-05,UA,IAH,LAX,2025-12-31 05:42:00,2025-12-31 07:30:00,107.66,['2431'],2025-12-31,2025-10-05
282,3_2025-11-15_2025-10-03,UA,IAH,LAX,2025-11-15 14:30:00,2025-11-15 16:15:00,107.64,['1945'],2025-11-15,2025-10-03
283,3_2025-11-15_2025-10-04,UA,IAH,LAX,2025-11-15 14:30:00,2025-11-15 16:15:00,77.56,['1945'],2025-11-15,2025-10-04
