OfferID,Airline,Flight,From,Departure,To,Arrival,Duration,Price,DepartureDate,SearchDate
1,F9,1755,IAH,2025-10-15T11:42:00,LAX,2025-10-15T13:20:00,PT3H38M,46.39,2025-10-15,2025-10-01
2,F9,3229,IAH,2025-10-15T06:00:00,DEN,2025-10-15T07:36:00,PT8H19M,66.49,2025-10-15,2025-10-01
2,F9,2341,DEN,2025-10-15T10:45:00,LAX,2025-10-15T12:19:00,PT8H19M,66.49,2025-10-15,2025-10-01
3,F9,2995,IAH,2025-10-15T11:36:00,DEN,2025-10-15T13:12:00,PT14H49M,71.27,2025-10-15,2025-10-01
3,F9,4345,DEN,2025-10-15T22:55:00,LAX,2025-10-16T00:25:00,PT14H49M,71.27,2025-10-15,2025-10-01
4,F9,3229,IAH,2025-10-15T06:00:00,DEN,2025-10-15T07:36:00,PT20H25M,71.27,2025-10-15,2025-10-01
4,F9,4345,DEN,2025-10-15T22:55:00,LAX,2025-10-16T00:25:00,PT20H25M,71.27,2025-10-15,2025-10-01
5,AS,1421,IAH,2025-10-15T17:54:00,PDX,2025-10-15T20:49:00,PT8H5M,114.87,2025-10-15,2025-10-01
5,AS,1291,PDX,2025-10-15T21:30:00,LAX,2025-10-15T23:59:00,PT8H5M,114.87,2025-10-15,2025-10-01
1,AS,1421,IAH,2025-10-16T17:54:00,PDX,2025-10-16T20:49:00,PT8H5M,128.84,2025-10-16,2025-10-01
1,AS,1291,PDX,2025-10-16T21:30:00,LAX,2025-10-16T23:59:00,PT8H5M,128.84,2025-10-16,2025-10-01
2,AS,453,IAH,2025-10-16T07:35:00,SEA,2025-10-16T10:15:00,PT9H5M,128.84,2025-10-16,2025-10-01
2,AS,1144,SEA,2025-10-16T11:55:00,LAX,2025-10-16T14:40:00,PT9H5M,128.84,2025-10-16,2025-10-01
3,F9,4978,IAH,2025-10-16T20:37:00,MCO,2025-10-17T00:05:00,PT13H51M,141.15,2025-10-16,2025-10-01
3,F9,4145,MCO,2025-10-17T06:00:00,LAX,2025-10-17T08:28:00,PT13H51M,141.15,2025-10-16,2025-10-01
4,F9,1882,IAH,2025-10-16T21:54:00,ORD,2025-10-17T00:26:00,PT13H57M,141.15,2025-10-16,2025-10-01
4,F9,2445,ORD,2025-10-17T07:25:00,LAX,2025-10-17T09:51:00,PT13H57M,141.15,2025-10-16,2025-10-01
5,F9,4131,IAH,2025-10-16T18:33:00,LAS,2025-10-16T20:04:00,PT16H5M,141.15,2025-10-16,2025-10-01
5,F9,2263,LAS,2025-10-17T07:20:00,LAX,2025-10-17T08:38:00,PT16H5M,141.15,2025-10-16,2025-10-01
1,AS,1421,IAH,2025-10-17T17:54:00,PDX,2025-10-17T20:49:00,PT8H5M,128.84,2025-10-17,2025-10-01
1,AS,1291,PDX,2025-10-17T21:30:00,LAX,2025-10-17T23:59:00,PT8H5M,128.84,2025-10-17,2025-10-01
2,F9,2995,IAH,2025-10-17T11:36:00,DEN,2025-10-17T13:12:00,PT10H46M,141.15,2025-10-17,2025-10-01
2,F9,3155,DEN,2025-10-17T18:50:00,LAX,2025-10-17T20:22:00,PT10H46M,141.15,2025-10-17,2025-10-01
3,F9,2995,IAH,2025-10-17T11:36:00,DEN,2025-10-17T13:12:00,PT14H49M,141.15,2025-10-17,2025-10-01
3,F9,4345,DEN,2025-10-17T22:55:00,LAX,2025-10-18T00:25:00,PT14H49M,141.15,2025-10-17,2025-10-01
4,F9,1882,IAH,2025-10-17T22:12:00,ORD,2025-10-18T00:44:00,PT13H39M,141.15,2025-10-17,2025-10-01
4,F9,2445,ORD,2025-10-18T07:25:00,LAX,2025-10-18T09:51:00,PT13H39M,141.15,2025-10-17,2025-10-01
5,F9,4978,IAH,2025-10-17T20:37:00,MCO,2025-10-18T00:05:00,PT13H51M,141.15,2025-10-17,2025-10-01
5,F9,4145,MCO,2025-10-18T06:00:00,LAX,2025-10-18T08:28:00,PT13H51M,141.15,2025-10-17,2025-10-01
1,F9,3229,IAH,2025-10-18T07:00:00,DEN,2025-10-18T08:37:00,PT7H19M,66.49,2025-10-18,2025-10-01
1,F9,2341,DEN,2025-10-18T10:45:00,LAX,2025-10-18T12:19:00,PT7H19M,66.49,2025-10-18,2025-10-01
2,F9,2400,IAH,2025-10-18T12:35:00,ATL,2025-10-18T15:50:00,PT11H9M,66.49,2025-10-18,2025-10-01
2,F9,4547,ATL,2025-10-18T19:48:00,LAX,2025-10-18T21:44:00,PT11H9M,66.49,2025-10-18,2025-10-01
3,F9,2995,IAH,2025-10-18T16:42:00,DEN,2025-10-18T18:21:00,PT9H43M,71.27,2025-10-18,2025-10-01
3,F9,4345,DEN,2025-10-18T22:55:00,LAX,2025-10-19T00:25:00,PT9H43M,71.27,2025-10-18,2025-10-01
4,F9,3229,IAH,2025-10-18T07:00:00,DEN,2025-10-18T08:37:00,PT19H25M,71.27,2025-10-18,2025-10-01
4,F9,4345,DEN,2025-10-18T22:55:00,LAX,2025-10-19T00:25:00,PT19H25M,71.27,2025-10-18,2025-10-01
5,F9,1755,IAH,2025-10-18T11:42:00,LAX,2025-10-18T13:20:00,PT3H38M,72.19,2025-10-18,2025-10-01
1,F9,4978,IAH,2025-10-19T20:37:00,MCO,2025-10-20T00:05:00,PT13H51M,141.15,2025-10-19,2025-10-01
1,F9,4145,MCO,2025-10-20T06:00:00,LAX,2025-10-20T08:28:00,PT13H51M,141.15,2025-10-19,2025-10-01
2,F9,1882,IAH,2025-10-19T21:54:00,ORD,2025-10-20T00:26:00,PT13H57M,141.15,2025-10-19,2025-10-01
2,F9,2445,ORD,2025-10-20T07:25:00,LAX,2025-10-20T09:51:00,PT13H57M,141.15,2025-10-19,2025-10-01
3,F9,2995,IAH,2025-10-19T11:24:00,DEN,2025-10-19T13:00:00,PT15H1M,141.15,2025-10-19,2025-10-01
3,F9,4345,DEN,2025-10-19T22:55:00,LAX,2025-10-20T00:25:00,PT15H1M,141.15,2025-10-19,2025-10-01
4,F9,1489,IAH,2025-10-19T19:01:00,LAS,2025-10-19T20:25:00,PT19H13M,141.15,2025-10-19,2025-10-01
4,F9,3291,LAS,2025-10-20T10:50:00,LAX,2025-10-20T12:14:00,PT19H13M,141.15,2025-10-19,2025-10-01
5,F9,3229,IAH,2025-10-19T06:00:00,DEN,2025-10-19T07:36:00,PT20H25M,141.15,2025-10-19,2025-10-01
5,F9,4345,DEN,2025-10-19T22:55:00,LAX,2025-10-20T00:25:00,PT20H25M,141.15,2025-10-19,2025-10-01
1,AS,1421,IAH,2025-10-20T17:54:00,PDX,2025-10-20T20:49:00,PT8H5M,128.84,2025-10-20,2025-10-01
1,AS,1291,PDX,2025-10-20T21:30:00,LAX,2025-10-20T23:59:00,PT8H5M,128.84,2025-10-20,2025-10-01
2,F9,2995,IAH,2025-10-20T11:36:00,DEN,2025-10-20T13:12:00,PT10H46M,141.15,2025-10-20,2025-10-01
2,F9,3155,DEN,2025-10-20T18:50:00,LAX,2025-10-20T20:22:00,PT10H46M,141.15,2025-10-20,2025-10-01
3,F9,4978,IAH,2025-10-20T20:37:00,MCO,2025-10-21T00:05:00,PT13H51M,141.15,2025-10-20,2025-10-01
3,F9,4145,MCO,2025-10-21T06:00:00,LAX,2025-10-21T08:28:00,PT13H51M,141.15,2025-10-20,2025-10-01
4,F9,2995,IAH,2025-10-20T11:36:00,DEN,2025-10-20T13:12:00,PT14H49M,141.15,2025-10-20,2025-10-01
4,F9,4345,DEN,2025-10-20T22:55:00,LAX,2025-10-21T00:25:00,PT14H49M,141.15,2025-10-20,2025-10-01
5,F9,3229,IAH,2025-10-20T06:00:00,DEN,2025-10-20T07:36:00,PT16H22M,141.15,2025-10-20,2025-10-01
5,F9,3155,DEN,2025-10-20T18:50:00,LAX,2025-10-20T20:22:00,PT16H22M,141.15,2025-10-20,2025-10-01
1,F9,1755,IAH,2025-10-21T11:42:00,LAX,2025-10-21T13:20:00,PT3H38M,46.39,2025-10-21,2025-10-01
2,F9,3229,IAH,2025-10-21T06:00:00,DEN,2025-10-21T07:36:00,PT8H19M,66.49,2025-10-21,2025-10-01
2,F9,2341,DEN,2025-10-21T10:45:00,LAX,2025-10-21T12:19:00,PT8H19M,66.49,2025-10-21,2025-10-01
3,F9,4978,IAH,2025-10-21T20:37:00,MCO,2025-10-22T00:05:00,PT13H51M,71.27,2025-10-21,2025-10-01
3,F9,4145,MCO,2025-10-22T06:00:00,LAX,2025-10-22T08:28:00,PT13H51M,71.27,2025-10-21,2025-10-01
4,F9,2995,IAH,2025-10-21T11:36:00,DEN,2025-10-21T13:12:00,PT14H49M,71.27,2025-10-21,2025-10-01
4,F9,4345,DEN,2025-10-21T22:55:00,LAX,2025-10-22T00:25:00,PT14H49M,71.27,2025-10-21,2025-10-01
5,F9,3229,IAH,2025-10-21T06:00:00,DEN,2025-10-21T07:36:00,PT20H25M,71.27,2025-10-21,2025-10-01
5,F9,4345,DEN,2025-10-21T22:55:00,LAX,2025-10-22T00:25:00,PT20H25M,71.27,2025-10-21,2025-10-01
1,F9,1755,IAH,2025-10-22T11:42:00,LAX,2025-10-22T13:20:00,PT3H38M,46.39,2025-10-22,2025-10-01
2,F9,3229,IAH,2025-10-22T06:00:00,DEN,2025-10-22T07:36:00,PT8H19M,66.49,2025-10-22,2025-10-01
2,F9,2341,DEN,2025-10-22T10:45:00,LAX,2025-10-22T12:19:00,PT8H19M,66.49,2025-10-22,2025-10-01
3,F9,2995,IAH,2025-10-22T11:36:00,DEN,2025-10-22T13:12:00,PT14H49M,71.27,2025-10-22,2025-10-01
3,F9,4345,DEN,2025-10-22T22:55:00,LAX,2025-10-23T00:25:00,PT14H49M,71.27,2025-10-22,2025-10-01
4,F9,3229,IAH,2025-10-22T06:00:00,DEN,2025-10-22T07:36:00,PT20H25M,71.27,2025-10-22,2025-10-01
4,F9,4345,DEN,2025-10-22T22:55:00,LAX,2025-10-23T00:25:00,PT20H25M,71.27,2025-10-22,2025-10-01
5,AS,1421,IAH,2025-10-22T17:54:00,PDX,2025-10-22T20:49:00,PT8H5M,93.37,2025-10-22,2025-10-01
5,AS,1291,PDX,2025-10-22T21:30:00,LAX,2025-10-22T23:59:00,PT8H5M,93.37,2025-10-22,2025-10-01
1,AS,1421,IAH,2025-10-23T17:54:00,PDX,2025-10-23T20:49:00,PT8H5M,109.49,2025-10-23,2025-10-01
1,AS,1291,PDX,2025-10-23T21:30:00,LAX,2025-10-23T23:59:00,PT8H5M,109.49,2025-10-23,2025-10-01
2,HA,7421,IAH,2025-10-23T17:54:00,PDX,2025-10-23T20:49:00,PT8H5M,109.49,2025-10-23,2025-10-01
2,HA,6388,PDX,2025-10-23T21:30:00,LAX,2025-10-23T23:59:00,PT8H5M,109.49,2025-10-23,2025-10-01
3,UA,2431,IAH,2025-10-23T06:00:00,LAX,2025-10-23T07:32:00,PT3H32M,116.26,2025-10-23,2025-10-01
4,UA,1851,IAH,2025-10-23T22:05:00,LAX,2025-10-23T23:38:00,PT3H33M,116.26,2025-10-23,2025-10-01
5,UA,2095,IAH,2025-10-23T19:55:00,LAX,2025-10-23T21:29:00,PT3H34M,116.26,2025-10-23,2025-10-01
1,AS,1421,IAH,2025-10-24T17:54:00,PDX,2025-10-24T20:49:00,PT8H5M,109.49,2025-10-24,2025-10-01
1,AS,1291,PDX,2025-10-24T21:30:00,LAX,2025-10-24T23:59:00,PT8H5M,109.49,2025-10-24,2025-10-01
2,UA,2431,IAH,2025-10-24T06:00:00,LAX,2025-10-24T07:32:00,PT3H32M,116.26,2025-10-24,2025-10-01
3,UA,1851,IAH,2025-10-24T22:05:00,LAX,2025-10-24T23:38:00,PT3H33M,116.26,2025-10-24,2025-10-01
4,UA,2095,IAH,2025-10-24T19:55:00,LAX,2025-10-24T21:29:00,PT3H34M,116.26,2025-10-24,2025-10-01
5,UA,1945,IAH,2025-10-24T14:25:00,LAX,2025-10-24T16:00:00,PT3H35M,116.26,2025-10-24,2025-10-01
1,F9,3229,IAH,2025-10-25T07:00:00,DEN,2025-10-25T08:37:00,PT7H19M,66.49,2025-10-25,2025-10-01
1,F9,2341,DEN,2025-10-25T10:45:00,LAX,2025-10-25T12:19:00,PT7H19M,66.49,2025-10-25,2025-10-01
2,F9,2400,IAH,2025-10-25T12:35:00,ATL,2025-10-25T15:50:00,PT11H9M,66.49,2025-10-25,2025-10-01
2,F9,4547,ATL,2025-10-25T19:48:00,LAX,2025-10-25T21:44:00,PT11H9M,66.49,2025-10-25,2025-10-01
3,F9,2995,IAH,2025-10-25T16:42:00,DEN,2025-10-25T18:21:00,PT9H43M,71.27,2025-10-25,2025-10-01
3,F9,4345,DEN,2025-10-25T22:55:00,LAX,2025-10-26T00:25:00,PT9H43M,71.27,2025-10-25,2025-10-01
4,F9,3229,IAH,2025-10-25T07:00:00,DEN,2025-10-25T08:37:00,PT19H25M,71.27,2025-10-25,2025-10-01
4,F9,4345,DEN,2025-10-25T22:55:00,LAX,2025-10-26T00:25:00,PT19H25M,71.27,2025-10-25,2025-10-01
5,F9,1755,IAH,2025-10-25T11:42:00,LAX,2025-10-25T13:20:00,PT3H38M,72.19,2025-10-25,2025-10-01
1,UA,1851,IAH,2025-10-26T22:00:00,LAX,2025-10-26T23:24:00,PT3H24M,116.26,2025-10-26,2025-10-01
2,UA,2460,IAH,2025-10-26T12:00:00,LAX,2025-10-26T13:45:00,PT3H45M,116.26,2025-10-26,2025-10-01
3,UA,1945,IAH,2025-10-26T14:30:00,LAX,2025-10-26T16:15:00,PT3H45M,116.26,2025-10-26,2025-10-01
4,UA,1743,IAH,2025-10-26T16:20:00,LAX,2025-10-26T18:07:00,PT3H47M,116.26,2025-10-26,2025-10-01
5,UA,2431,IAH,2025-10-26T05:42:00,LAX,2025-10-26T07:30:00,PT3H48M,116.26,2025-10-26,2025-10-01
1,UA,469,IAH,2025-10-27T09:40:00,LAX,2025-10-27T11:25:00,PT3H45M,116.26,2025-10-27,2025-10-01
2,UA,2460,IAH,2025-10-27T12:00:00,LAX,2025-10-27T13:45:00,PT3H45M,116.26,2025-10-27,2025-10-01
3,UA,1945,IAH,2025-10-27T14:30:00,LAX,2025-10-27T16:15:00,PT3H45M,116.26,2025-10-27,2025-10-01
4,UA,2095,IAH,2025-10-27T19:50:00,LAX,2025-10-27T21:36:00,PT3H46M,116.26,2025-10-27,2025-10-01
5,UA,1743,IAH,2025-10-27T16:20:00,LAX,2025-10-27T18:07:00,PT3H47M,116.26,2025-10-27,2025-10-01
1,F9,3229,IAH,2025-10-28T07:00:00,DEN,2025-10-28T08:37:00,PT8H18M,66.49,2025-10-28,2025-10-01
